

350x42	350 200 9,5 4,75 331,0	53,7	12453 712 15,2 777	1267 127,0 4,86 192,0	5,41	12,60	1,490	42,2
400x28	400 140 6,3 4,75 387,4	36,0	9137 457 15,9 525	288 41,2 2,83 63,9	3,48	3,72	1,350	28,3
400x32	400 140 8,0 4,75 384,0	40,6	10848 542 16,3 614	366 52,3 3,00 80,6	3,58	6,15	1,350	31,9
400x35	400 140 9,5 4,75 381,0	44,7	12332 617 16,6 692	435 62,1 3,12 95,2	3,65	9,36	1,350	35,1
400x30	400 160 6,3 4,75 387,4	38,6	10114 506 16,2 575	430 53,8 3,34 82,8	4,04	4,05	1,430	30,3
400x34	400 160 8,0 4,75 384,0	43,8	12077 604 16,6 677	546 68,3 3,53 105,0	4,15	6,83	1,430	34,4
400x38	400 160 9,5 4,75 381,0	48,5	13781 689 16,9 766	649 81,1 3,66 124,0	4,22	10,50	1,430	38,1
400x33	400 180 6,3 4,75 387,4	41,1	11091 555 16,4 625	613 68,1 3,86 104,0	4,61	4,38	1,510	32,2
400x37	400 180 8,0 4,75 384,0	47,0	13307 665 16,8 740	778 86,4 4,07 132,0	4,72	7,52	1,510	36,9
400x41	400 180 9,5 4,75 381,0	52,3	15230 761 17,1 840	924 103,0 4,20 156,0	4,79	11,60	1,510	41,1
400x40	400 200 8,0 4,75 384,0	50,2	14536 727 17,0 802	1067 107,0 4,61 162,0	5,29	8,20	1,590	39,4
400x44	400 200 9,5 4,75 381,0	56,1	16679 834 17,2 914	1267 127,0 4,75 192,0	5,36	12,80	1,590	44,0
200x27	200 140 8,0 6,3 184	34,0	2393 239 8,3 268	366 52,3 3,28 80,2	3,73	6,31	0,947	26,7
200x30	200 140 9,5 6,3 181	38,0	2727 273 8,4 305	435 62,1 3,38 94,8	3,78	9,51	0,947	29,8
250x32	250 160 8,0 6,3 234	40,3	4422 354 10,5 396	547 68,3 3,68 104,7	4,23	7,41	1,130	31,7
250x35	250 160 9,5 6,3 231	44,9	5045 404 10,6 450	649 81,1 3,80 123,9	4,29	11,07	1,130	35,3
300x37	300 180 8,0 6,3 284	46,7	7343 489 12,5 547	778 86,4 4,08 132,4	4,73	8,51	1,310	36,6
300x41	300 180 9,5 6,3 281	51,9	8383 559 12,7 621	924 103,0 4,22 156,7	4,80	12,6	1,310	40,7
350x46	350 200 9,5 6,3 331	58,8	12920 738 14,8 819	1267 127,0 4,64 193,3	5,31	14,2	1,490	46,2
400x49	400 200 9,5 6,3 381	62,0	17390 870 16,7 971	1267 127,0 4,52 193,6	5,25	14,6	1,590	48,7
400x58	400 200 12,5 6,3 375	73,6	21540 1077 17,1 1190	1667 167,0 4,76 253,7	5,37	29,2	1,590	57,8
400x68	400 200 16,0 6,3 368	87,2	26220 1311 17,3 1442	2134 213,0 4,95 323,7	5,45	59,7	1,590	68,4
400x78	400 200 19,0 6,3 362	98,8	30090 1505 17,5 1654	2534 253,0 5,06 383,6	5,51	94,5	1,590	77,6
450x51	450 200 9,5 6,3 431	65,2	22640 1006 18,6 1130	1268 127,0 4,41 194,3	5,19	15,0	1,690	51,1
450x60	450 200 12,5 6,3 425	76,8	27960 1243 19,1 1378	1668 167,0 4,66 254,2	5,32	29,6	1,690	60,3
450x71	450 200 16,0 6,3 418	90,3	33980 1510 19,4 1664	2134 213,0 4,86 324,1	5,41	58,1	1,690	70,9
450x80	450 200 19,0 6,3 412	102,0	38990 1733 19,6 1905	2534 253,0 4,99 384,1	5,47	94,9	1,690	80,0
500x61	500 250 9,5 6,3 481	77,8	34420 1377 21,0 1529	2475 198,0 5,64 301,6	6,55	18,3	1,990	61,1
500x73	500 250 12,5 6,3 475	92,4	42770 1711 21,5 1879	3256 260,0 5,94 395,3	6,70	36,5	1,990	72,6
500x86	500 250 16,0 6,3 468	109,0	52250 2090 21,8 2281	4168 333,0 6,17 504,6	6,81	72,2	1,990	85,9
500x97	500 250 19,0 6,3 462	124,0	60150 2406 22,0 2621	4949 396,0 6,31 598,3	6,87	118,0	1,990	97,4
550x64	550 250 9,5 6,3 531	81,0	42560 1547 22,9 1728	2475 198,0 5,53 302,1	6,50	18,7	2,090	63,5
550x75	550 250 12,5 6,3 525	95,6	52750 1918 23,5 2114	3256 261,0 5,84 395,8	6,65	36,9	2,090	75,0
550x88	550 250 16,0 6,3 518	113,0	64350 2340 23,9 2559	4168 333,0 6,08 505,1	6,77	72,6	2,090	88,4
550x100	550 250 19,0 6,3 512	127,0	74040 2692 24,1 2935	4949 396,0 6,24 598,8	6,84	119,0	2,090	99,9
600x95	600 300 12,5 8,0 575	121,0	77400 2580 25,3 2864	5627 375,0 6,82 571,7	7,89	48,9	2,380	95,0
600x111	600 300 16,0 8,0 568	141,0	94090 3136 25,8 3448	7202 480,0 7,14 729,1	8,05	91,6	2,380	111,0
600x125	600 300 19,0 8,0 562	159,0	108070 3602 26,1 3943	8552 570,0 7,33 864,0	8,14	147,0	2,380	125,0
600x140	600 300 22,4 8,0 555	179,0	123600 4119 26,3 4498	10180 672,0 7,51 1017,0	8,22	234,0	2,380	140,0
600x152	600 300 25,0 8,0 550	194,0	135200 4505 26,4 4916	11250 750,0 7,62 1134,0	8,27	322,0	2,380	152,0
650x98	650 300 12,5 8,0 625	125,0	92490 2846 27,2 3172	5628 375,0 6,71 572,5	7,83	49,7	2,480	98,1
650x114	650 300 16,0 8,0 618	145,0	112200 3453 27,8 3807	7203 480,0 7,04 729,9	8,00	92,5	2,480	114,0
650x128	650 300 19,0 8,0 612	163,0	128800 3963 28,1 4346	8553 570,0 7,24 864,8	8,10	148,0	2,480	128,0
650x144	650 300 22,4 8,0 605	183,0	147200 4529 28,4 4950	10080 672,0 7,43 1018,0	8,18	135,0	2,480	144,0
650x155	650 300 25,0 8,0 600	198,0	161000 4953 28,5 5408	11250 750,0 7,54 1135,0	8,23	323,0	2,480	155,0
700x105	700 320 12,5 8,0 675	134,0	115000 3287 29,3 3651	6830 427,0 7,14 650,8	8,35	53,2	2,660	105,0
700x122	700 320 16,0 8,0 668	156,0	139700 3990 29,9 4395	8741 546,0 7,49 829,9	8,53	98,8	2,660	122,0
700x137	700 320 19,0 8,0 662	175,0	160360 4582 30,3 5017	10380 640,0 7,71 983,4	8,63	158,0	2,660	137,0
700x154	700 320 22,4 8,0 655	196,0	183400 5239 30,6 5716	12240 765,0 7,91 1157,0	8,72	251,0	2,660	154,0
700x166	700 320 25,0 8,0 650	212,0	200600 5733 30,8 6245	13660 854,0 8,03 1290,0	8,77	344,0	2,660	166,0
750x108	750 320 12,5 8,0 725	138,0	134200 3579 31,2 4001	6830 427,0 7,03 651,6	8,29	54,0	2,760	108,0
750x125	750 320 16,0 8,0 718	160,0	162600 4337 31,9 4789	8741 546,0 7,40 830,7	8,48	99,6	2,760	125,0
750x140	750 320 19,0 8,0 712	179,0	186500 4975 32,3 5458	10380 649,0 7,62 984,2	8,59	158,0	2,760	140,0
750x157	750 320 22,4 8,0 705	200,0	213200 5685 32,7 6210	12240 765,0 7,83 1158,0	8,69	252,0	2,760	157,0
750x170	750 320 25,0 8,0 700	216,0	233200 6219 32,9 6780	13660 854,0 7,95 1291,0	8,74	345,0	2,760	170,0
800x111	800 320 12,5 8,0 775	142,0	155100 3877 33,0 4351	6830 427,0 6,94 652,4	8,24	54,9	2,860	111,0
800x129	800 320 16,0 8,0 766	164,0	187600 4689 33,8 5194	8741 546,0 7,30 831,5	8,43	100,0	2,860	129,0
800x143	800 320 19,0 8,0 762	183,0	215000 5374 34,3 5910	10380 649,0 7,54 985,0	8,55	159,0	2,850	143,0
800x160	800 320 22,4 8,0 755	204,0	245500 6137 34,7 6714	12240 765,0 7,75 1159,0	8,65	253,0	2,860	160,0
850x120	850 350 12,5 8,0 825	154,0	190900 4491 35,3 5025	8936 511,0 7,63 778,8	9,03	59,7	3,080	120,0
850x139	850 350 16,0 8,0 818	177,0	231300 5442 36,1 6009	11440 654,0 8,03 993,1	9,24	110,0	3,080	139,0
850x155	850 350 19,0 8,0 812	198,0	265300 6243 36,6 6845	13580 776,0 8,28 1177,0	9,37	174,0	3,080	155,0
850x174	850 350 19,0 8,0 805	221,0	303400 7138 37,0 7785	16010 915,0 8,51 1385,0	9,48	276,0	3,080	174,0
850x188	850 350 25,0 8,0 800	239,0	332000 7812 37,3 8499	17870 1021,0 8,65 1544,0	9,54	378,0	3,080	188,0
900x124	900 350 12,5 8,0 875	158,0	217000 4822 37,1 5414	8936 511,0 7,53 779,6	8,98	60,5	3,180	124,0
900x142	900 350 16,0 8,0 868	181,0	262400 5832 38,0 6457	11440 654,0 7,94 993,9	9,20	110,0	3,180	142,0
900x159	900 350 19,0 8,0 862	202,0	300800 6685 38,6 7345	13580 776,0 8,20 1178,0	9,33	175,0	3,180	159,0
900x177	900 350 22,4 8,0 855	225,0	343700 7637 39,1 8343	16010 915,0 8,43 1386,0	9,44	277,0	3,180	177,0
900x191	900 350 25,0 8,0 850	243,0	376000 8355 39,3 9101	17870 1021,0 8,58 1545,0	9,51	379,0	3,180	191,0
950x127	950 350 12,5 8,0 925	162,0	245000 5159 39,0 5813	8936 511,0 7,44 780,4	8,92	61,4	3,280	127,0
950x146	950 350 16,0 8,0 918	185,0	295900 6229 39,9 6916	11440 654,0 7,85 994,7	9,15	111,0	3,280	146,0
950x162	950 350 19,0 8,0 912	206,0	338800 7133 40,6 7855	13580 776,0 8,12 1178,0	9,29	176,0	3,280	162,0
950x180	950 350 22,4 8,0 905	229,0	386800 8143 41,1 8911	16010 915,0 8,36 1386,0	9,41	278,0	3,280	180,0
950x194	950 350 25,0 8,0 900	247,0	423000 8906 41,4 9714	17870 1021,0 8,51 1546,0	9,48	380,0	3,280	194,0
1000x140	1000 400 12,5 8,0 975	178,0	305600 6112 41,4 6839	13340 667,0 8,66 1016,0	10,30	68,7	3,580	140,0
1000x161	1000 400 16,0 8,0 968	205,0	370300 7407 42,5 8172	17070 854,0 9,12 1295,0	10,50	126,0	3,580	161,0
1000x180	1000 400 19,0 8,0 962	229,0	425100 8502 43,1 9306	21270 1014,0 9,41 1535,0	10,70	199,0	3,580	180,0
1000x201	1000 400 22,4 8,0 955	256,0	486300 9727 43,6 10580	23900 1195,0 9,67 1807,0	10,80	316,0	3,580	201,0
1000x217	1000 400 25,0 8,0 950	276,0	532600 10650 43,9 11560	26670 1334,0 9,83 2015,0	10,90	433,0	3,580	217,0
