550x329	550 400 37,5 25,0 475	419	219700 7988 22,9 9098	40060 2003 9,78 3074,0	10,9	1650,0	2,65	329,0
550x357	550 400 44,0 22,4 462	455	244300 8883 23,2 10100	46980 2349 10,20 3578,0	11,0	2445,0	2,66	367,0
550x367	550 400 44,0 25,0 462	468	246400 8961 23,0 10240	46990 2350 10,00 3592,0	11,0	2512,0	2,65	367,0
600x156	600 400 16,0 12,5 568	199	128300 4275 25,4 4746	17080 854 9,26 1280,0	10,6	146,0	2,78	156,0
600x190	600 400 19,0 16,0 562	242	152000 5066 25,1 5679	20290 1014 9,16 1556,0	10,6	260,0	2,77	190,0
600x210	600 400 22,4 16,0 555	268	172400 5745 25,4 6408	23910 1196 9,45 1828,0	10,7	376,0	2,77	210,0
600x226	600 400 25,0 16,0 550	288	187600 6253 25,5 6960	26690 1334 9,63 2035,0	10,8	492,0	2,77	226,0
600x239	600 400 25,0 19,0 550	305	191800 6392 25,1 7187	26700 1335 9,36 2050,0	10,7	542,0	2,76	239,0
600x278	600 400 31,5 19,0 537	354	228300 7611 25,4 8533	33630 1682 9,75 2568,0	10,8	956,0	2,76	278,0
600x292	600 400 31,5 22,4 537	372	232700 7758 25,0 8778	33650 1683 9,51 2587,0	10,7	1030,0	2,76	292,0
600x328	600 400 37,5 22,4 525	418	264700 8822 25,2 9981	40050 2002 9,79 3066,0	10,9	1600,0	2,76	328,0
600x339	600 400 37,5 25,0 525	431	267800 8927 24,9 10160	40070 2003 9,64 3082,0	10,8	1680,0	2,75	339,0
600x367	600 400 44,0 22,4 512	467	297700 9922 25,3 11250	46980 2349 10,00 3584,0	11,0	2463,0	2,76	367,0
600x412	600 400 50,0 25,0 500	525	329400 10980 25,0 12560	53400 2670 10,10 4078,0	11,0	3600,0	2,75	412,0
600x211	650 450 19,0 16,0 612	269	200800 6179 27,3 6983	28880 1283 10,40 1283,0	11,9	289,0	3,07	211,0
650x234	650 450 22,4 16,0 605	298	228200 7020 27,6 7791	34040 1513 10,70 2307,0	12,1	420,0	3,07	234,0
650x252	650 450 25,0 16,0 600	321	248600 7651 27,8 8471	37990 1688 10,90 2570,0	12,2	551,0	3,07	252,0
650x266	650 450 25,0 19,0 600	339	254000 7817 27,4 8741	38000 1689 10,60 2585,0	12,0	606,0	3,06	266,0
650x282	650 450 25,0 22,4 600	359	260200 8005 26,9 9047	38030 1690 10,30 2607,0	11,9	694,0	3,06	282,0
650x310	650 450 31,5 19,0 587	395	303400 9335 27,7 10400	47870 2128 11,00 3242,0	12,2	1070,0	3,06	310,0
650x326	650 450 31,5 22,4 587	415	309100 9511 27,3 10700	47900 2129 10,70 3265,0	12,1	1160,0	3,06	326,0
650x351	650 450 37,5 19,0 575	447	347000 10680 27,9 11910	56990 2533 11,30 3849,0	12,3	1710,0	3,06	361,0
650x366	650 450 37,5 22,4 575	466	352400 10840 27,5 12190	57010 2534 11,10 3869,0	12,2	1800,0	3,06	366,0
650x410	650 450 44,0 22,4 562	522	397300 12230 27,6 13770	66880 2972 11,30 4520,0	12,4	2766,0	3,06	410,0
650x461	650 450 50,0 25,0 550	588	440600 13560 27,4 15390	76010 3378 11,40 5148,0	12,4	4040,0	3,05	461,0
700x199	700 450 19,0 12,5 662	254	228500 6529 30,0 7192	28870 1283 10,70 1924,0	12,1	249,0	3,18	199,0
700x217	700 450 19,0 16,0 662	277	237000 6771 29,3 7576	28880 1284 10,20 1924,0	11,8	296,0	3,17	217,0
700x258	700 450 25,0 16,0 650	329	293000 8372 29,8 9284	37990 1688 10,70 2573,0	12,1	557,0	3,17	258,0
700x274	700 450 25,0 19,0 650	349	299900 8568 29,3 9601	38010 1689 10,40 2590,0	11,9	617,0	3,16	274,0
700x303	700 450 31,5 16,0 637	385	351400 10040 30,2 11100	47860 2127 11,10 3230,0	12,3	1020,0	3,17	303,0
700x318	700 450 31,5 19,0 637	405	357900 10230 29,7 11400	47880 2128 10,90 3247,0	12,2	1083,0	3,16	318,0
750x284	750 500 25,0 16,0 700	362	374400 9983 32,2 11020	52110 2084 12,00 3170,0	13,5	616,0	3,47	384,0
750x301	750 500 25,0 19,0 700	383	383000 10210 31,6 11390	52120 2085 11,70 3188,0	13,3	681,0	3,46	301,0
750x334	750 500 31,5 16,0 687	425	450000 12000 32,5 13200	65650 2626 12,40 3981,0	13,7	1136,0	3,47	334,0
750x350	750 500 31,5 19,0 687	446	458100 12220 32,1 13560	65660 2627 12,10 4000,0	13,5	1200,0	3,46	350,0
800x271	800 500 22,4 16,0 755	345	396100 9903 33,9 10990	46690 1868 11,60 2800,0	13,3	478,0	3,57	271,0
800x290	800 500 25,0 16,0 750	370	431800 10790 34,2 11940	52110 2084 11,90 3173,0	13,4	623,0	3,57	290,0
800x308	800 500 25,0 19,0 750	393	442300 11060 33,6 12360	52130 2085 11,50 3193,0	13,2	692,0	3,56	308,0
800x340	800 500 31,5 16,0 737	433	518700 12970 34,6 14280	65650 2626 12,30 3985,0	13,6	1140,0	3,57	340,0
800x357	800 500 31,5 19,0 737	455	528700 13220 34,1 14680	65670 2627 12,00 4004,0	13,5	1210,0	3,56	367,0
850x297	850 500 25,0 16,0 800	378	493800 11620 36,1 12870	52110 2084 11,70 3176,0	13,3	630,0	3,67	297,0
850x316	850 500 25,0 19,0 800	402	506600 11920 35,5 13350	52130 2085 11,40 3197,0	13,2	704,0	3,66	316,0
850x346	850 500 31,5 16,0 787	441	592800 13950 36,7 15370	65650 2626 12,20 3988,0	13,6	1150,0	3,67	346,0
850x365	850 500 31,5 19,0 787	465	605000 14240 36,1 15830	65670 2627 11,90 4009,0	13,4	1220,0	3,68	365,0
900x323	900 550 25,0 16,0 850	411	608400 13520 38,5 14920	69350 2522 13,00 3836,0	14,7	689,0	3,97	323,0
900x343	900 550 25,0 19,0 850	437	623700 13860 37,8 15460	69370 2523 12,60 3858,0	14,5	767,0	3,96	343,0
900x377	900 550 31,5 16,0 837	480	731900 16260 39,0 17850	87380 3177 13,50 4818,0	14,9	1260,0	3,97	377,0
900x397	900 550 31,5 19,0 837	506	746500 16590 38,4 18370	87390 3178 13,10 4840,0	14,8	1340,0	3,97	397,0
950x329	950 550 25,0 16,0 900	419	685600 14430 40,5 15960	60350 2522 12,90 3839,0	14,7	696,0	4,07	329,0
950x350	950 550 25,0 19,0 900	446	703800 14820 39,7 16570	69370 2523 12,50 3862,0	14,5	779,0	4,06	350,0
950x383	950 550 31,5 16,0 887	488	824100 17350 41,1 19060	87380 3177 13,40 4821,0	14,9	1270,0	4,07	383,0
950x404	950 550 31,5 19,0 887	515	841600 17720 40,4 19650	87400 3178 13,00 4844,0	14,7	1350,0	4,06	404,0
1000x355	1000 600 25,0 16,0 950	452	827400 16550 42,8 18240	90030 3001 14,10 4561,0	16,0	755,0	4,37	355,0
1000x414	1000 600 31,5 16,0 937	528	966400 19930 43,4 21820	113400 3781 14,70 5730,0	16,3	1380,0	4,37	414,0
