* 350x135	350 350 19,0 12,5 312	172,0	39630 2265 15,2 2502	13580 776 8,89 1176,0	9,64	180,0	2,08	135,0
* 350x144	350 350 19,0 16,0 312	183,0	40520 2315 14,9 2591	13590 776 8,62 1184,0	9,53	203,0	2,07	144,0
* 350x153	350 350 22,4 12,5 305	195,0	45100 2577 15,2 2859	16010 915 9,06 1384,0	9,72	282,0	2,08	153,0
* 350x161	350 350 22,4 16,0 305	206,0	45930 2624 14,9 2941	16020 915 8,83 1392,0	9,62	304,0	2,07	161,0
* 350x175	350 350 25,0 16,0 300	223,0	49900 2852 15,0 3204	17870 1021 8,95 1550,0	9,67	406,0	2,07	175,0
* 350x183	350 350 25,0 19,0 300	232,0	50580 2890 14,8 3271	17880 1022 8,78 1558,0	9,60	433,0	2,08	182,0
* 350x216	350 350 31,5 19,0 287	275,0	59850 3420 14,8 3903	22530 1287 9,05 1955,0	9,71	795,0	2,06	216,0
* 400x106	400 400 12,5 9,5 375	136,0	41730 2086 17,5 2271	13340 667 9,92 1008,0	10,90	62,8	2,38	106,0
* 400x128	400 400 16,0 9,5 368	163,0	51160 2558 17,7 2779	17070 853 10,20 1288,0	11,10	120,0	2,38	128,0
* 400x137	400 400 16,0 12,5 368	174,0	52400 2620 17,4 2881	17070 854 9,91 1294,0	10,90	133,0	2,38	137,0
* 400x146	400 400 19,0 9,5 362	186,0	58960 2948 17,8 3207	20270 1013 10,40 1528,0	11,10	193,0	2,38	146,0
* 400x155	400 400 19,0 12,5 362	197,0	60150 3007 17,5 3305	20270 1014 10,10 1534,0	11,00	206,0	2,38	155,0
* 400x165	400 400 19,0 16,0 362	210,0	61530 3077 17,1 3420	20280 1014 9,83 1543,0	10.90	232,0	2,37	165,0
* 400x176	400 400 22,4 12,5 355	224,0	68620 3431 17,5 3778	23900 1195 10,30 1806,0	11,10	323,0	2,38	176,0
* 400x185	400 400 22,4 16,0 355	236,0	69930 3496 17,2 3888	23910 1195 10,10 1815,0	11,00	348,0	2,37	185,0
* 400x201	400 400 25,0 16,0 350	256,0	76130 3807 17,2 4240	26680 1334 10,20 2022,0	11,00	404,0	2,37	201,0
* 400x209	400 400 25,0 19,0 350	267,0	77210 3860 17,0 4332	26690 1334 10,00 2032,0	11,00	497,0	2,36	209,0
* 400x248	400 400 31,5 19,0 337	316,0	91820 4591 17,0 5183	33620 1681 10,30 2550,0	11,10	911,0	2,36	248,0
* 450x154	450 450 16,0 12,5 418	196,0	75450 3353 19,6 3671	24310 1080 11,10 1636,0	12,30	150,0	2,68	154,0
* 450x175	450 450 19,0 12,5 412	223,0	86750 3856 19,7 4216	28860 1283 11,40 1940,0	12,40	233,0	2,68	175,0
* 450x186	450 450 19,0 16,0 412	237,0	88790 3946 19,4 4364	28870 1283 11,00 1950,0	12,20	262,0	2,67	186,0
* 450x198	450 450 22,4 12,5 405	252,0	99170 4407 19,8 4823	34030 1512 11,60 2284,0	12,50	364,0	2,68	198,0
* 450x209	450 450 22,4 16,0 405	266,0	101100 4494 19,5 4967	34030 1513 11,30 2294,0	12,30	393,0	2,67	209,0
* 450x227	450 450 25,0 16,0 400	289,0	110300 4900 19,5 5421	37980 1688 11,50 2557,0	12,40	523,0	2,67	227,0
* 450x236	450 450 25,0 19,0 400	301,0	111900 4971 19,3 5541	37990 1689 11,20 2567,0	12,30	560,0	2,67	236,0
* 450x280	450 450 31,5 19,0 387	357,0	133500 5935 19,3 6644	47860 2127 11,60 3224,0	12,50	1030,0	2,66	280,0
* 450x291	450 450 31,5 22,4 387	370,0	135200 6008 19,1 6771	47880 2128 11,40 3238,0	12,40	1080,0	2,66	291,0
* 450x321	450 450 37,5 19,0 375	409,0	152300 6770 19,3 7629	56970 2532 11,80 3832,0	12,60	1670,0	2,66	321,0
* 450x331	450 450 37,5 22,4 375	422,0	153800 6836 19,1 7748	56990 2533 11,60 3844,0	12,50	1720,0	2,66	331,0
* 500x172	500 500 16,0 12,5 468	219,0	104400 4177 21,9 4556	33340 1334 12,40 2018,0	13,60	167,0	2,98	172,0
* 500x194	500 500 19,0 12,5 462	248,0	120200 4809 22,0 5237	39590 1584 12,60 2393,0	13,80	259,0	2,98	194,0
* 500x207	500 500 19,0 16,0 462	264,0	123100 4924 21,6 5423	39600 1584 12,20 2405,0	13,60	292,0	2,97	207,0
* 500x221	500 500 22,4 12,5 455	281,0	137700 5506 22,1 5997	46670 1867 12,90 2818,0	13,90	404,0	2,98	221,0
* 500x233	500 500 22,4 16,0 455	297,0	140400 5616 21,7 6178	46680 1867 12,50 2829,0	13,70	437,0	2,97	233,0
* 500x253	500 500 25,0 16,0 450	322,0	153300 6132 21,8 6748	52100 2084 12,70 3154,0	13,80	582,0	2,97	253,0
* 500x283	500 500 25,0 19,0 450	336,0	155600 6223 21,5 6899	52110 2084 12,50 3166,0	13,70	624,0	2,96	263,0
* 500x312	500 500 31,5 19,0 437	398,0	186300 7453 21,6 8286	65650 2626 12,80 3977,0	13,80	1140,0	2,96	312,0
* 500x324	500 500 31,5 22,4 437	413,0	188700 7548 21,4 8448	65670 2627 12,60 3992,0	13,70	1210,0	2,96	324,0
* 500x333	500 500 31,5 25,0 437	424,0	190500 7620 21,2 8572	65680 2627 12,40 4006,0	13,70	1270,0	2,95	333,0
* 500x369	500 500 37,5 22,4 425	470,0	215300 8612 21,4 9683	78160 3127 12,90 4741,0	13,90	1920,0	2,96	369,0
* 500x378	500 500 37,5 25,0 425	481,0	217100 8679 21,2 9801	78180 3127 12,70 4754,0	13,80	1980,0	2,95	378,0
* 550x228	550 550 19,0 16,0 512	291,0	165300 6010 23,8 6598	52700 1916 13,50 2907,0	14,90	321,0	3,27	228,0
* 550x257	550 550 22,4 16,0 505	327,0	188800 6864 24,0 7521	62130 2259 13,80 3420,0	15,10	481,0	3,27	257,0
* 550x279	550 550 25,0 16,0 500	355,0	206300 7502 24,1 8219	69340 2521 14,00 3813,0	15,20	641,0	3,27	279,0
* 500x290	550 550 25,0 19,0 500	370,0	209400 7616 23,8 8406	69350 2522 13,70 3826,0	15,00	668,0	3,27	290,0
* 550x345	550 550 31,5 19,0 487	439,0	251500 9144 23,9 10110	87370 3177 14,10 4808,0	15,20	1260,0	3,26	345,0
* 550x358	550 550 31,5 22,4 487	456,0	254700 9263 23,6 10310	87390 3178 13,90 4825,0	15,10	1330,0	3,26	358,0
* 550x368	550 550 31,5 25,0 487	468,0	257200 9354 23,4 10460	87410 3179 13,70 4840,0	15,00	1400,0	3,25	368,0
* 550x395	550 550 37,5 19,0 475	503,0	288300 10480 23,9 11640	104000 3782 14,40 5715,0	15,30	2040,0	3,26	395,0
* 550x407	550 550 37,5 22,4 475	519,0	291400 10590 23,7 11830	104000 3783 14,20 5731,0	15,20	2110,0	3,26	407,0
* 550x417	550 550 37,5 25,0 475	531,0	293700 10680 23,5 11980	104000 3783 14,00 5746,0	15,20	2180,0	3,25	417,0
* 550x441	550 550 37,5 31,5 475	562,0	299500 10890 23,1 12350	104100 3786 13,60 5790,0	15,00	2430,0	3,24	441,0
* 550x495	550 550 44,0 31,5 462	630,0	336500 12240 23,1 13930	122100 4441 13,90 6770,0	15,10	3605,0	3,24	495,0
* 600x281	600 600 22,4 16,0 555	358,0	247100 8237 26,3 8996	80660 2689 15,00 4068,0	16,40	525,0	3,57	281,0
* 600x250	600 600 19,0 16,0 562	318,0	216100 7205 26,1 7887	68420 2281 14,70 3456,0	16,30	351,0	3,57	250,0
* 600x305	600 600 25,0 16,0 550	388,0	270300 9010 26,4 9835	90020 3001 15,20 4535,0	16,50	700,0	3,57	305,0
* 600x318	600 600 25,0 19,0 550	405,0	274500 9149 26,0 10060	90030 3001 14,90 4550,0	16,40	751,0	3,56	318,0
* 600x377	600 600 31,5 19,0 537	480,0	330200 11010 26,2 12110	113400 3781 15,40 5718,0	16,60	1370,0	3,56	377,0
* 600x391	600 600 31,5 22,4 537	498,0	334600 11150 25,9 12360	113500 3782 15,10 5737,0	16,50	1450,0	3,56	391,0
* 600x402	600 600 31,5 25,0 537	512,0	338000 11270 25,7 12550	113500 3782 14,90 5754,0	16,40	1530,0	3,55	402,0
* 600x432	600 600 37,5 19,0 525	550,0	379400 12650 26,3 13970	135000 4501 15,70 6797,0	16,70	2230,0	3,56	432,0
* 600x446	600 600 37,5 22,4 525	568,0	383500 12780 26,0 14200	135000 4502 15,40 6816,0	16,60	2310,0	3,56	446,0
* 600x456	600 600 37,5 25,0 525	581,0	386600 12890 25,8 14380	135100 4502 15,20 6832,0	16,50	2380,0	3,55	456,0
* 600x483	600 600 37,5 31,5 525	615,0	394500 13150 25,3 14830	135100 4505 14,80 6880,0	16,40	2660,0	3,54	483,0
* 600x541	600 600 44,0 31,5 512	689,0	444100 14800 25,4 16740	158500 5284 15,20 8047,0	16,50	3941,0	3,54	541,0
* 650x305	650 650 22,4 16,0 605	388,0	316400 9736 28,6 10600	102500 3155 16,30 4771,0	17,80	570,0	3,87	305,0
* 650x330	650 650 25,0 16,0 600	421,0	346400 10660 28,7 11600	114400 3521 16,50 5320,0	17,90	759,0	3,87	330,0
* 650x345	650 650 25,0 19,0 600	439,0	351800 10820 28,3 11870	114500 3522 16,10 5335,0	17,80	814,0	3,86	345,0
* 650x395	650 650 31,5 16,0 587	503,0	418900 12890 28,8 14040	144200 4437 16,90 6692,0	18,10	1430,0	3,87	395,0
* 650x409	650 650 31,5 19,0 587	521,0	424000 13050 28,5 14300	144200 4437 16,30 6707,0	18,00	1490,0	3,86	409,0
* 650x425	650 650 31,5 22,4 587	541,0	429700 13220 28,2 14590	144200 4438 16,30 6728,0	17,80	1570,0	3,86	425,0
* 650x437	650 650 31,5 25,0 587	556,0	434100 13360 27,9 14820	144300 4439 16,10 6746,0	17,70	1660,0	3,85	437,0
* 600x468	650 650 37,5 19,0 575	597,0	487900 15010 28,6 16500	171700 5282 17,00 7974,0	18,10	2420,0	3,86	468,0
* 650x484	650 650 37,5 22,4 575	616,0	493300 15180 28,3 16780	171700 5283 16,70 7994,0	18,00	2500,0	3,86	484,0
* 650x496	650 650 37,5 25,0 575	631,0	497400 15300 28,1 17000	171700 5284 16,50 8012,0	17,90	2580,0	3,85	496,0
* 600x525	650 650 37,5 31,5 575	669,0	507700 15620 27,6 17530	171800 5286 16,00 8065,0	17,70	2880,0	3,84	525,0
* 650x588	650 650 44,0 31,5 562	749,0	572700 17620 27,7 19820	201500 6201 16,4 9434,0	17,90	4277,0	3,85	588,0
